reporting_jurisdiction	CountyFIPS	other_jurisdiction	sewershed_population_served	sewage_travel_time	sample_location	sample_location_specify	wwtp_name	wwtp_jurisdiction	capacity_mgd	industrial_input	stormwater_input	influent_equilibrated	sample_type	composite_freq	sample_matrix	collection_storage_time	collection_storage_temp	solids_separation	concentration_method	extraction_method	pre_conc_storage_time	pre_conc_storage_temp	pre_ext_storage_time	pre_ext_storage_temp	tot_conc_vol	ext_blank	rec_eff_target_name	rec_eff_spike_matrix	rec_eff_spike_conc	pasteurized	pcr_target	pcr_gene_target	pcr_type	hum_frac_target_mic	hum_frac_target_chem	other_norm_name	quant_stan_type	num_no_target_control	sample_collect_date	sample_collect_time	time_zone	flow_rate	ph	conductivity	tss	collection_water_temp	equiv_sewage_amt	sample_id	lab_id	test_result_date	pcr_target_units	pcr_target_avg_conc	pcr_target_std_error	pcr_target_cl_95_lo	pcr_target_cl_95_up	pcr_target_below_lod	lod_sewage	ntc_amplify	rec_eff_percent	inhibition_detect	inhibition_adjust	hum_frac_mic_conc	hum_frac_mic_unit	hum_frac_chem_conc	hum_frac_chem_unit	other_norm_conc	other_norm_unit	major_lab_method	major_lab_method_desc	sample_first_reported	key_sewershed	COUNTY_POPESTIMATE2020	vax_date	cases_date	hosp_date	deaths_date	actuals.vaccinationsInitiated	actuals.vaccinationsCompleted	actuals.vaccinationsAdditionalDose	metrics.vaccinationsInitiatedRatio	metrics.vaccinationsCompletedRatio	metrics.vaccinationsAdditionalDoseRatio	actuals.newCases	metrics.caseDensity100k	metrics.infectionRate	metrics.testPositivityRatio	actuals.hospitalBeds.capacity	actuals.icuBeds.capacity	actuals.hospitalBeds.currentUsageCovid	actuals.icuBeds.currentUsageCovid	metrics.icuCapacityRatio	metrics.bedsWithCovidPatientsRatio	metrics.bedsWithCovidPatientsRatioRolling10	metrics.weeklyCovidAdmissionsPer100k	metrics.weeklyCovidAdmissionsPer100kRolling10	metrics.icuCapacityRatioRolling10	actuals.newDeaths	metrics.newDeathsRolling7
wi	55059		122000		XXXX	XXXX	XXXX	wi	28.0				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.699		sars-cov-2	n2	qpcr	pepper mild mottle virus			dna	3	2021-03-04	00:00	utc-06:00	31.62	7.8	1458.0			1.0	XXXX	XXXX	2021-03-19	copies/l wastewater	16016.0	4344.0			yes	66000.0	no	7.93	no	no	7238102.0	copies/l wastewater							2021-03-24 14:39:33	wi_203	169671.0	2021-02-22	2021-03-11	2021-03-18	2021-03-25	25999	10021	0.0	0.153	0.059	0.0	5	9.0	0.92	0.022	341	46	10	4	0.58	0.02	0.02000000000000933	28.7	28.699999999999946	0.5799999999999733	0	0.0
ca	06085		110338		XXXX	XXXX	XXXX	ca	11.0				24-hr flow-weighted composite		raw wastewater			gravity settling	none	chemagic viral dna/rna 300 kit	6.0	4.0	6.0	0.0		yes	bcov vaccine	dewatered solids	4.0		sars-cov-2	n	ddpcr	pepper mild mottle virus			dna	more than 3	2021-09-22	07:00	utc-07:00							XXXX	XXXX	2021-09-23	copies/g dry sludge	59928.14184				no	500.0	no	123.6	no	no	1020000000.0	copies/g dry sludge							2021-10-12 17:48:33	ca_352	1907105.0	2021-09-12	2021-09-29	2021-10-06	2021-10-13	1520148	1436217	17402	0.789	0.745	0.009	84	9.0	0.92	0.013							0.035		3.850000000000041	0.8399999999999984	0	2.125
wi	55133		615934		XXXX	XXXX	XXXX	wi	300.0				24-hr flow-weighted composite	1.7	raw wastewater			filtration	membrane filtration with addition of mgcl2	qiagen rneasy powermicrobiome kit							bcov vaccine	raw sample	4.314		sars-cov-2	n2	ddpcr	pepper mild mottle virus		hf183	rna	2	2021-07-28	00:00	utc-05:00	62.0		1919.0	320.0		0.942	XXXX	XXXX	2021-08-02	copies/l wastewater	18557.0666666667		9593.653	32422.347	no	4645.102	no	8.162	no	no	45261736.0	copies/l wastewater				copies/l wastewater	1			wi_257	406172.0	2021-07-18	2021-08-04	2021-08-11	2021-08-18	237835	226056	0.0	0.588	0.559	0.0	216	25.3	1.23	0.119							0.04500000000000478		16.350000000000044	0.48499999999998666	0	0.25
ca	06013		740000	6.0	XXXX	XXXX	XXXX	ca	120.0	7.0	no	yes	24-hr time-weighted composite	4.0	raw wastewater				none	4s method (https://www.protocols.io/view/v-4-direct-wastewater-rna-capture-and-purification-bpdfmi3n)	24.0	4.0	0.0		40.0	yes	bcov vaccine	raw sample	5.878441909	yes	sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2022-01-07	10:00	utc-07:00	71.0		1015.0			1.085375	XXXX	XXXX	2022-01-13	log10 copies/l wastewater	5.493002313	1.829877791			no	3.60206	no	13.15919757	no	no	7.530157117	log10 copies/l wastewater							2022-01-14 17:29:31	ca_137	1152333.0	2021-12-28	2022-01-14	2022-01-21	2022-01-28	962876	903235	389613	0.835	0.783	0.338	3064	245.6	1.16	0.226							0.17000000000000015		32.40000000000003	0.8299999999999969	6	1.375
wi	55133		51000		XXXX	XXXX	XXXX	wi	12.5				24-hr flow-weighted composite	0.35	raw wastewater			filtration	membrane filtration with addition of mgcl2	qiagen rneasy powermicrobiome kit							bcov vaccine	raw sample	4.967		sars-cov-2	n2	ddpcr	pepper mild mottle virus		hf183	rna	more than 3	2020-08-30	07:15	utc-05:00	7.63	7.6		190.0	17.9	2.292	XXXX	XXXX	2020-09-06	copies/l wastewater	1776.64	422.408121134052	340.8	5936.0	no	3924.8	yes	1.646	not tested	no							1		2021-02-18 18:48:01	wi_153	406172.0	2020-08-20	2020-09-06	2020-09-13	2020-09-20	0.0	0.0	0.0	0.0	0.0	0.0	31	7.5	1.04	0.071							0.03000000000000318		11.300000000000047	0.6533333333333244	0	0.125
mo	29115		3979		XXXX	XXXX	XXXX	mo	1.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.9883689405		sars-cov-2	n1	qpcr				rna	3	2020-11-08			0.302						XXXX	XXXX	2020-11-09	copies/l wastewater	1035633.375	235140.25192	287417.09	1783849.66	no	1750.0	no	21.21076122	no	no									2021-07-08 20:47:03	mo_71	11830.0	2020-10-29	2020-11-15	2020-11-22	2020-11-29	0.0	0.0	0.0	0.0	0.0	0.0	0	49.7	0.96	0.216							0.050000000000003667				0	0.42857142857142855
wi	55073		42350		XXXX	XXXX	XXXX	wi	8.2				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.699		sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2021-03-06	08:00	utc-06:00	3.9	7.5	1560.0			1.0	XXXX	XXXX	2021-03-12	copies/l wastewater	69093.0	11339.0			no	40000.0	no	0.88	no	no	24930552.74	copies/l wastewater							2021-04-07 20:25:14	wi_433	135593.0	2021-02-24	2021-03-13	2021-03-20	2021-03-27	16303	7963	0.0	0.12	0.059	0.0	9	7.1	0.81	0.028							0.01000000000000927		2.099999999999972	0.6099999999999731	0	0.125
oh	39151		85000	18.0	XXXX	XXXX	XXXX	oh	39.0	21.7391304347826	no		24-hr flow-weighted composite		raw wastewater		4.0	centrifugation	membrane filtration with no amendment, membrane recombined with separated solids	qiagen allprep dna/rna kit	0.0	4.0	0.0		225.0	no			0.0	no	sars-cov-2	n2	qpcr	crassphage			dna	more than 3	2021-02-28	00:01	utc-05:00	34.689998626709				14.5600004196167		XXXX	XXXX	2021-03-03	copies/l wastewater	18343.77734375	1705.563431035023			no	170.0	no	-1.0	no	no	187597216.0	copies/l wastewater					5	this lab uses a lab method distinct from other labs in this reporting jurisdiction	2021-03-05 18:57:37	oh_79	369772.0	2021-02-18	2021-03-07	2021-03-14	2021-03-21	36676	12040	0.0	0.099	0.032	0.0	21	11.6	0.88	0.156							0.030000000000003718		5.550000000000106	0.6199999999999909	0	3.0
wi	55089		12400		XXXX	XXXX	XXXX	wi	2.75				24-hr flow-weighted composite	0.017	raw wastewater			filtration	membrane filtration with addition of mgcl2	qiagen rneasy powermicrobiome kit							bcov vaccine	raw sample	4.52		sars-cov-2	n2	ddpcr	pepper mild mottle virus		hf183	rna	2	2021-02-22	07:10	utc-06:00	1.627		2450.0			1.571	XXXX	XXXX	2021-02-25	copies/l wastewater	0.0				yes	2983.136	no	3.355	no	no	8954169.81333333	copies/l wastewater				copies/l wastewater	1		2021-06-11 16:01:01	wi_90	90043.0	2021-02-12	2021-03-01	2021-03-08	2021-03-15	12173	3629	0.0	0.136	0.041	0.0	4	8.6	0.87	0.028							0.025000000000004664		7.549999999999993	0.6649999999999865	0	0.0
oh	39087		10445	4.5	XXXX	XXXX	XXXX	oh	1.7	0.350877188204973	yes		flow-weighted composite		raw wastewater		4.0	none	membrane filtration with sample acidification	qiagen allprep powerviral dna/rna kit	3.0	4.0	24.0	-20.0	75.0	yes	oc43	raw sample	6.0	no	sars-cov-2	n1	qpcr	pepper mild mottle virus			rna	1	2021-05-12		utc-05:00	1.27999997138977	6.92999982833862		604.0	19.0		XXXX	XXXX	2021-05-17	copies/l wastewater	7588.27978515625	911.48			no	2080.080078125	no	9.73	no	no	6223937.5	copies/l wastewater					6	this lab uses a lab method distinct from other labs in this reporting jurisdiction	2021-05-24 18:05:00	oh_186	59091.0	2021-05-02	2021-05-19	2021-05-26	2021-06-02	10886	9980	0.0	0.183	0.168	0.0	9	7.9	0.93	0.177							0.020000000000003317		10.400000000000043		0	0.0
mo	29009		9100		XXXX	XXXX	XXXX	mo	6.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.9463882399		sars-cov-2	n2	qpcr				rna	3	2021-06-13			2.9						XXXX	XXXX	2021-06-14	copies/l wastewater	61826.875687	2857.9646612	52732.83	70920.92	no	1750.0	no	19.256420207	no	no									2021-07-08 20:47:03	mo_259	35818.0	2021-06-03	2021-06-20	2021-06-27	2021-07-04	11377	9645	0.0	0.318	0.269	0.0	4	12.6	1.05	0.138							0.12000000000000224		24.499999999999858		0	0.0
mo	29077		151966		XXXX	XXXX	XXXX	mo	64.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.6487063325		sars-cov-2	n1	qpcr				rna	3	2021-08-01			32.9						XXXX	XXXX	2021-08-01	copies/l wastewater	157755.88837	12343.856348	118477.74	197034.04	no	1750.0	no	9.7027233115	no	no									2021-09-08 19:11:37	mo_381	294997.0	2021-07-22	2021-08-08	2021-08-15	2021-08-22	123755	105812	0.0	0.422	0.361	0.0	0	51.9	0.87								0.175000000000002		28.249999999999872	0.8999999999999924	0	2.875
ut	49049		112901		XXXX	XXXX	XXXX	ut	13.5				24-hr flow-weighted composite		raw wastewater	5.35	4.0	centrifugation	membrane filtration with sample acidification	phenol chloroform			120.0	-80.0	100.0					yes	sars-cov-2	n1 and n2 combined	qpcr				dna	2	2021-06-10	06:27	utc-06:00	8.73						XXXX	XXXX	2021-06-16	copies/l wastewater	91900.0	43911.3311116846			no	3000.0	no	-1.0	not tested	no							1	the four academic labs (byu, dsu, usu, uu) used functionally identical methods. split sample testing indicated results were reasonably comparable.	2021-06-21 21:41:10	ut_17	651059.0	2021-05-31	2021-06-17	2021-06-24	2021-07-01	190619	148606	0.0	0.3	0.234	0.0	85	9.4	1.09	0.067	792	86	22	8	0.52	0.02	0.020000000000008747	4.2	4.19999999999974	0.5199999999999743	0	0.0
oh	39049		654817		XXXX	XXXX	XXXX	oh	114.0	2.08588969012487	yes		24-hr flow-weighted composite		raw wastewater		4.0	centrifugation	innovaprep ultrafiltration	qiagen allprep powerviral dna/rna	0.0	4.0	12.0	-80.0	100.0	yes	bcov vaccine	raw sample	6.0	no	sars-cov-2	n2	ddpcr	crassphage			dna	more than 3	2021-03-23	00:00	utc-05:00	126.900001525879			132.0	14.0299997329712		XXXX	XXXX	2021-03-26	copies/l wastewater	25516.75	4147.923644728769			no	133.0	no	-1.0	not tested	no		copies/l wastewater					1	this lab uses a lab method distinct from other labs in this reporting jurisdiction	2021-04-14 19:59:17	oh_374	1324624.0	2021-03-13	2021-03-30	2021-04-06	2021-04-13	176415	112097	0.0	0.134	0.085	0.0	356	17.9	1.08	0.049							0.03000000000000322		9.850000000000016	0.8599999999999913	7	2.125
mo	29097		12000		XXXX	XXXX	XXXX	mo	7.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	6.1271047984		sars-cov-2	n1	qpcr				rna	3	2020-10-05			1.98						XXXX	XXXX	2020-10-06	copies/l wastewater	168589.75	11163.618429	133067.12	204112.38	no	1750.0	no	29.193899782	no	no									2021-07-08 20:47:03	mo_83	121648.0	2020-09-25	2020-10-12	2020-10-19	2020-10-26	0.0	0.0	0.0	0.0	0.0	0.0	93	48.6	1.03	0.141							0.08750000000000097		29.04999999999988	0.8499999999999962	2	1.0
ut	49049		35840		XXXX	XXXX	XXXX	ut	6.6				24-hr time-weighted composite		raw wastewater	4.85	1.11	centrifugation	promega wastewater large volume tna capture kit	promega manual tna kit	21.65	4.0	0.5	4.0	40.0		oc43	raw sample	3.5	no	sars-cov-2	n1 and n2 combined	qpcr				rna	1	2021-08-11	07:00	utc-06:00	3.26					2.5	XXXX	XXXX	2021-08-16	copies/l wastewater	947980.0	49808.007722989016			no	3000.0	no	59.3	not tested								2	uphl uses substantially different concentration and extraction methods from the previous labs. results may not be comparable.	2021-08-18 20:54:54	ut_31	651059.0	2021-08-01	2021-08-18	2021-08-25	2021-09-01	284310	232859	0.0	0.447	0.366	0.0	308	33.9	1.05	0.129							0.07500000000000437		10.099999999999874	0.6999999999999871	0	0.875
wi	55071		34500		XXXX	XXXX	XXXX	wi	15.5				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.347		sars-cov-2	n2	qpcr	pepper mild mottle virus			dna	3	2021-11-04	12:00	utc-05:00	5.892	7.5			18.9	0.625	XXXX	XXXX	2021-11-05	copies/l wastewater	610234.0	55515.0			no	100000.0	no	10.624	no	no	5211835.0	copies/l wastewater							2021-11-12 15:52:58	wi_232	78757.0	2021-10-25	2021-11-11	2021-11-18	2021-11-25	45557	43011		0.577	0.545		87	71.8	1.04	0.123	107	8	28	2	0.82	0.18	0.18000000000000926	22.1	22.099999999999977	0.8199999999999732	4	0.5
oh	39035		524154		XXXX	XXXX	XXXX	oh	175.0	4.36507936507936	yes		24-hr flow-weighted composite		raw wastewater		4.0	centrifugation	membrane filtration with no amendment, membrane recombined with separated solids	qiagen allprep dna/rna kit	0.0	4.0	0.0		225.0	no			0.0	no	sars-cov-2	n2	qpcr	crassphage			dna	more than 3	2020-09-27	00:00	utc-05:00	81.7900009155273	7.59999990463257		244.0	22.3833332061768		XXXX	XXXX	2020-09-30	copies/l wastewater	1717.25	189.5031815915854			no	170.0	no	-1.0	not tested	no		copies/l wastewater					5	this lab uses a lab method distinct from other labs in this reporting jurisdiction	2021-01-08 14:15:47	oh_277	1227883.0	2020-09-17	2020-10-04	2020-10-11	2020-10-18	0.0	0.0	0.0	0.0	0.0	0.0	63	4.9	1.12	0.024							0.01666666666666883		11.100000000000005	0.7699999999999942	0	1.875
nc	37031		151589		XXXX	XXXX	XXXX	nc	21.0	1.0	no	no	24-hr flow-weighted composite		raw wastewater	229.0	4.0		membrane filtration with acidification and mgcl2	nuclisens manual magnetic bead extraction kit	15.0	20.0	0.0	20.0	40.0	yes	bcov vaccine	raw sample	4.2	yes	omicron	n856k	ddpcr	pepper mild mottle virus			rna	more than 3	2021-12-28	04:13		16.2						XXXX	XXXX	2022-01-06	copies/l wastewater	0.0	-1.0	17500.0	67500.0	no	1070.0	no	15.96806387	no		57125000.0	copies/l wastewater							2022-01-07 14:49:32	nc_144	69558.0	2021-12-18	2022-01-04	2022-01-11	2022-01-18	40958	38720		0.59	0.557		33	69.5	1.42	0.215							0.12000000000000216		22.549999999999883	0.7149999999999926	0	0.0
oh	39061		488000	6.0	XXXX	XXXX	XXXX	oh	130.0	7.82608695652174	yes		24-hr flow-weighted composite		raw wastewater		4.0	centrifugation	membrane filtration with no amendment, membrane recombined with separated solids	trizol and rna purificaton kit	24.0	4.0	14.0	-20.0	225.0	yes	oc43	raw sample	4.0	no	sars-cov-2	n2	ddpcr	crassphage			rna	more than 3	2021-08-22	00:00	utc-05:00	65.9737014770508						XXXX	XXXX	2021-08-25	copies/l wastewater	6025.91357421875	673.9242259004097			no	655.0	no	22.3	no	no		copies/l wastewater					2	this lab uses a lab method distinct from other labs in this reporting jurisdiction	2021-08-27 18:26:05	oh_255	817985.0	2021-08-12	2021-08-29	2021-09-05	2021-09-12	363029	352256	0.0	0.444	0.431	0.0	269	30.8	1.18	0.105							0.10000000000000323		14.850000000000033	0.8549999999999914	0	1.375
ca	06067		1480000	15.0	XXXX	XXXX	XXXX	ca	181.0				grab		primary sludge			centrifugation	none	chemagic viral dna/rna 300 kit	6.0	4.0	6.0	0.0		yes	bcov vaccine	dewatered solids	4.0		sars-cov-2	n	ddpcr	pepper mild mottle virus			dna	more than 3	2021-08-02	07:00	utc-07:00							XXXX	XXXX	2021-08-03	copies/g dry sludge	172203.9432				no	500.0	no	73.0	no	no	888000000.0	copies/g dry sludge							2021-08-07 00:19:16	ca_383	1559146.0	2021-07-23	2021-08-09	2021-08-16	2021-08-23	867514	787436	0.0	0.559	0.507	0.0	473	29.7	1.09	0.1							0.16500000000000004		25.750000000000032	0.8949999999999985	10	7.25
mo	29099		24174		XXXX	XXXX	XXXX	mo	6.75				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.3597184773		sars-cov-2	n1	qpcr				rna	3	2022-01-24			3.7						XXXX	XXXX	2022-01-24	copies/l wastewater	125686.09428	4503.3558507	111356.42	140015.77	no	1750.0	no	4.9877627996	no	no									2022-01-28 21:10:14	mo_266	226543.0	2022-01-14	2022-01-31	2022-02-07	2022-02-14	111576	96238	37513	0.496	0.428	0.167	75	113.8	0.69	0.259							0.18500000000000194		31.34999999999988	0.8649999999999923	0	1.875
wi	55119		7600		XXXX	XXXX	XXXX	wi	0.5				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.19		sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2022-01-18	12:00	utc-06:00	0.062	7.75			8.3	0.375	XXXX	XXXX	2022-01-21	copies/l wastewater	752186.0	117226.0			no	110000.0	no	20.087	no	no	10216064.0	copies/l wastewater							2022-01-25 21:58:04	wi_340	20318.0	2022-01-08	2022-01-25	2022-02-01	2022-02-08	7387	6935	3327	0.363	0.341	0.164	10	141.9	0.75	0.292							0.15500000000000475		36.20000000000003	0.8799999999999866	0	0.125
wi	55141		21000		XXXX	XXXX	XXXX	wi	5.27				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.832		sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2021-10-15	08:00	utc-05:00	2.82	6.9				0.625	XXXX	XXXX	2021-10-19	copies/l wastewater	378291.0	61281.0			no	64000.0	no	3.047	no	no	6219827.0	copies/l wastewater							2021-10-27 15:59:02	wi_453	72560.0	2021-10-05	2021-10-22	2021-10-29	2021-11-05	42275	39312		0.579	0.539		21	42.1	0.96	0.099							0.11000000000000953		22.600000000000087	0.7499999999999731	0	0.125
mo	29143		17000		XXXX	XXXX	XXXX	mo	5.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.3604118958		sars-cov-2	n2	qpcr				rna	3	2020-12-27			1.75						XXXX	XXXX	2020-12-28	copies/l wastewater	204595.125	30501.415288	107539.62	301650.63	no	1750.0	no	4.9957328976	no	no									2021-07-08 20:47:03	mo_365	16693.0	2020-12-17	2021-01-03	2021-01-10	2021-01-17			0.0			0.0	6	51.9	0.81	0.195							0.13000000000000178		24.199999999999925	0.8899999999999921	0	0.125
wi	55125		3400		XXXX	XXXX	XXXX	wi	0.19				24-hr time-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.699		sars-cov-2	n2	qpcr	pepper mild mottle virus			dna	3	2021-04-06	09:00	utc-05:00	0.098	7.3	496.0		7.7	0.625	XXXX	XXXX	2021-04-09	copies/l wastewater	17035.0	3105.0			yes	100000.0	no	3.173	no	no	7463248.0	copies/l wastewater							2021-04-16 15:58:42	wi_210	22356.0	2021-03-27	2021-04-13	2021-04-20	2021-04-27	8544	5012	0.0	0.385	0.226	0.0	3	11.2	1.0	0.064							0.02000000000000949		5.400000000000086		0	0.125
wi	55123		4400		XXXX	XXXX	XXXX	wi	0.54				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.347		sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2021-12-02	08:43	utc-06:00	0.234	8.0				0.625	XXXX	XXXX	2021-12-04	copies/l wastewater	2983683.0	141442.0			no	64000.0	no	5.979	no	no	9990983.0	copies/l wastewater							2021-12-10 15:00:10	wi_420	30861.0	2021-11-22	2021-12-09	2021-12-16	2021-12-23	16799	15680		0.545	0.509		42	74.6	0.98	0.048	38		7			0.11	0.11000000000000948	21.8	21.800000000000075		0	0.25
nc	37021		173000		XXXX	XXXX	XXXX	nc	40.0	20.0	no	no	24-hr flow-weighted composite		raw wastewater	152.0	4.0	filtration	membrane filtration with acidification and mgcl2	nuclisens manual magnetic bead extraction kit	15.0	20.0	0.0	20.0	40.0	yes	bcov vaccine	raw sample	4.2	yes	sars-cov-2	n1	ddpcr	pepper mild mottle virus			rna	more than 3	2021-09-17	09:05		20.3						XXXX	XXXX	2021-09-23	copies/l wastewater	25250.0	-1.0	17750.0	34750.0	no	1070.0	no	44.91017964	no		18500000.0	copies/l wastewater							2021-09-28 00:06:47	nc_271	263477.0	2021-09-07	2021-09-24	2021-10-01	2021-10-08	166783	157997		0.639	0.605		108	44.3	0.92	0.082							0.15000000000000416		7.399999999999762	0.8599999999999851	1	0.75
ca	06081		250000		XXXX	XXXX	XXXX	ca	43.0				grab		primary sludge			centrifugation	none	chemagic viral dna/rna 300 kit	6.0	4.0	6.0	0.0		yes	bcov vaccine	dewatered solids	4.0		sars-cov-2	n	ddpcr	pepper mild mottle virus			dna	more than 3	2021-09-03	07:00	utc-07:00							XXXX	XXXX	2021-09-04	copies/g dry sludge	23183.76588				no	500.0	no	46.3	no	no	513000000.0	copies/g dry sludge							2021-09-10 20:25:13	ca_362	758308.0	2021-08-24	2021-09-10	2021-09-17	2021-09-24	592936	549379	3103	0.773	0.717	0.004	92	13.6	0.85	0.02							0.04000000000000001		3.600000000000083	0.7099999999999967	5	0.625
ca	06081		210000	0.5	XXXX	XXXX	XXXX	ca	43.0	1.0	yes	yes	24-hr time-weighted composite	1.0	raw wastewater				none	4s method (https://www.protocols.io/view/v-4-direct-wastewater-rna-capture-and-purification-bpdfmi3n)	24.0	4.0	0.0		40.0	yes		raw sample		yes	sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2021-01-14	00:00	utc-07:00	12.7		764.0	386.0		1.242875	XXXX	XXXX	2021-01-16	log10 copies/l wastewater	4.976358591	2.213295009			no	3.60206	no	-1.0	yes	yes	7.353717743	log10 copies/l wastewater							2021-09-01 22:19:03	ca_362	758308.0	2021-01-04	2021-01-21	2021-01-28	2021-02-04	15029	81	0.0	0.02	0.0	0.0	320	56.1	0.83	0.051	664	87	152	38	0.85	0.12	0.12000000000000002	12.8	12.800000000000082	0.8499999999999969	0	6.75
ut	49035		254971		XXXX	XXXX	XXXX	ut	50.0				24-hr time-weighted composite		raw wastewater	4.81666666666667	10.0	centrifugation	membrane filtration with sample acidification	phenol chloroform			12.0	-80.0	100.0		oc43	raw sample	2.176	yes	sars-cov-2	n1 and n2 combined	qpcr				dna	2	2021-07-25	08:00	utc-06:00	20.0						XXXX	XXXX	2021-07-27	copies/l wastewater	1054000.0	627203.7149124676			no	3000.0	no	62.5	not tested	no							1	the four academic labs (byu, dsu, usu, uu) used functionally identical methods. split sample testing indicated results were reasonably comparable.	2021-07-29 17:49:10	ut_30	1165517.0	2021-07-15	2021-08-01	2021-08-08	2021-08-15	663176	574357	0.0	0.571	0.495	0.0	0	24.4	1.11	0.099							0.05500000000000434		10.599999999999872	0.6499999999999874	0	1.75
wi	55097		27000		XXXX	XXXX	XXXX	wi	4.55				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.347		sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2021-12-07	07:00	utc-06:00	2.16	7.28	1292.0			1.0	XXXX	XXXX	2021-12-10	copies/l wastewater	1022760.0	67448.0			no	40000.0	no	12.407	no	no	11009679.0	copies/l wastewater							2021-12-14 19:21:14	wi_389	71032.0	2021-11-27	2021-12-14	2021-12-21	2021-12-28	44229	40152		0.625	0.567		53	75.7	1.0	0.148							0.1750000000000047		9.899999999999995	0.9499999999999864	5	0.625
co	08123		75543		XXXX	XXXX	XXXX	co	7.43				24-hr flow-weighted composite		raw wastewater		0.0		innovaprep ultrafiltration	qiagen qiaamp buffers with epoch columns		0.0			40.0	no	bcov vaccine	raw sample	2.76		sars-cov-2	n1	ddpcr	pepper mild mottle virus		f+ rna coliphage	rna	1	2021-08-19	07:00		7.24						XXXX	XXXX	2021-08-19	copies/l wastewater	108327.39082363015		4693.091841940258	6141.129711363789	no	4000.0	no	0.14406972776793334	no		8319524.597805968				238462989.7273791	copies/l wastewater			2021-08-27 22:24:00	co_224	333983.0	2021-08-09	2021-08-26	2021-09-02	2021-09-09	166689	150555	0.0	0.514	0.464	0.0	184	39.3	1.11	0.122	512	112	50	17	0.35	0.09	0.09000000000000027	11.4	11.400000000000048	0.34999999999999504	1	0.75
